fecha|modeloAvion|lugarAccidente|fallecidosTotales
Apr 5, 1977|Ilyushin II-14|Penyok, Novosibirsk oblast|6
Apr 5, 1977|Douglas C-47 Skytrain (DC-3)|Edavlli, Andhra Pradesh|10
Apr 4, 1977|Mitsubishi MU-2 Marquise|Detroit-Willow Run (Ypsilanti), Michigan|0
Apr 2, 1977|Tupolev TU-134|Libreville, Estuaire (Libreville)|8
Apr 1, 1977|Cessna 411|Spring Valley Lake, California|7
Apr 1, 1977|Boeing B-52 Stratofortress|Kenneth Ingalls Sawyer AFB, Michigan|8
Mar 30, 1977|Yakovlev Yak-40|Zhdanov, Donetsk Oblast|8
Mar 30, 1977|Cessna 207 Skywagon/Stationair|Atlanta-DeKalb-Peachtree, Georgia|1
Mar 29, 1977|De Havilland DHC-6 Twin Otter|Bainaha Valley, Central Sulawesi|13
Mar 27, 1977|Boeing 747-200|Tenerife-Norte-Los Rodeos, Canary Islands|248
Mar 27, 1977|Boeing 747-100|Tenerife-Norte-Los Rodeos, Canary Islands|335
Mar 25, 1977|PZL-Mielec AN-2|Natalin Yar, Saratov oblast|5
Mar 25, 1977|Douglas C-53 Skytrooper (DC-3)|Charlotte Amalie-Cyril E. King (ex Harry S. Truman), All US Virgin Islands|0
Mar 23, 1977|PZL-Mielec AN-2|Syktyvkar, Republic of Komi|1
Mar 23, 1977|Pilatus PC-6 (Porter & Turbo Porter)|Buckambool, New South Wales|0
Mar 18, 1977|PZL-Mielec AN-2|Forish, Jizzakh Province (Jizzax viloyati)|2
Mar 18, 1977|Beechcraft C-45 Expeditor|Milwaukee-General Billy Mitchell, Wisconsin|0
Mar 17, 1977|Boeing 707|Prestwick, Ayrshire|0
Mar 17, 1977|Douglas DC-3|LaBelle, Florida|0
Mar 10, 1977|Beechcraft 90 King Air|Kankakee-Greater Kankakee, Illinois|0
Mar 6, 1977|PZL-Mielec AN-2|Chokurdakh, Republic of Yakutia (Sakha)|1
Mar 4, 1977|Douglas DC-8|Niamey, Niamey City District|2
Mar 3, 1977|Douglas C-54 Skymaster|Monroe Station, Florida|0
Mar 3, 1977|Swearingen SA226T Merlin III|Nassau, New Providence|1
Mar 3, 1977|Lockheed C-130 Hercules|Pisa-San Giusto-Galileo Galilei (Arturo dell'Oro), Tuscany|44
Mar 2, 1977|Cessna 414 Chancellor|Farson, Wyoming|1
Feb 28, 1977|Douglas C-47 Skytrain (DC-3)|Salluit, Quebec|4
Feb 24, 1977|Piper PA-31 Cheyenne|Harrisburg-Capital City, Pennsylvania|9
Feb 22, 1977|Piper PA-31-310 Navajo|Springdale, Arkansas|5
Feb 21, 1977|Lockheed 18 LodeStar|Truckee, California|0
Feb 19, 1977|Rockwell Grand Commander 680|Savoonga, Alaska|0
Feb 19, 1977|Beechcraft D18|McAllen, Texas|1
Feb 15, 1977|Ilyushin II-18|Mineralnye Vody, Stavropol Krai|77
Feb 14, 1977|Beechcraft D18|Covington, Kentucky|0
Feb 11, 1977|Piper PA-31-310 Navajo|Anthony, Kansas|6
Feb 11, 1977|Avia 14|Bratislava-Ivanka-Milan Rastislav Štefánik, Bratislava Region|4
Feb 9, 1977|Avro 748|Makassar (Ujung Pandang), South Sulawesi|0
Feb 8, 1977|Curtiss C-46 Commando|San Juan-Isla Grande (Fernando Luis Ribas Dominicci), All Puerto Rico|0
Feb 3, 1977|Swearingen SA226T Merlin III|San Antonio, Texas|2
Jan 31, 1977|Chase YC-122 Avitruc|Anchorage-Ted Stevens Intl, Alaska|1
Jan 27, 1977|Cessna 421C Golden Eagle III|Vorberg, Solothurn|5
Jan 25, 1977|Cessna 411|Fort Myers-Page Field, Florida|2
Jan 24, 1977|De Havilland DHC-6 Twin Otter|Gomez Nunatak, All Antarctica|0
Jan 19, 1977|Casa C-207 Azor|Chiva, Valencian Community|11
Jan 18, 1977|Learjet 25|Sarajevo, East Herzegovina|8
Jan 16, 1977|Beechcraft C-45 Expeditor|Sonoma-Skypark, California|2
Jan 15, 1977|Douglas DC-3|Miami-Intl, Florida|0
Jan 13, 1977|Douglas DC-8|Anchorage-Ted Stevens Intl, Alaska|5
Jan 12, 1977|Beechcraft 100 King Air|Sturgate, Lincolnshire|0
Jan 6, 1977|Learjet 23|Flint-Bishop, Michigan|2
Jan 6, 1977|Learjet 24|Palm Springs, California|4
Jan 2, 1977|Tupolev TU-134|Prague-Ruzyne, Prague (Hlavní mesto Praha)|0
Dec 31, 1976|Cessna 401|Tampa-Peter O’Knight, Florida|0
Dec 31, 1976|Pilatus PC-6 (Porter & Turbo Porter)|Sion, Valais|0
Dec 31, 1976|Tupolev TU-104|Kiev-Borispol, Kiev oblast|0
Dec 28, 1976|Beechcraft D18|Cairo, Illinois|0
Dec 25, 1976|Boeing 707|Bangkok-Don Mueang, Bangkok City District|73
Dec 22, 1976|Antonov AN-22|Seshcha AFB, Bryansk oblast|7
Dec 21, 1976|Cessna 421B Golden Eagle II|Zurich-Kloten, Zurich|0
Dec 18, 1976|Ilyushin II-14|Yuzhno-Sakhalinsk, Sakhalin oblast|9
Dec 17, 1976|Antonov AN-24|Kiev-Zhuliany-Igor Sikorsky, Kiev oblast|48
Dec 17, 1976|Yakovlev Yak-40|Ust-Kut, Irkutsk oblast|7
Dec 16, 1976|Yakovlev Yak-40|Zaporozhie, Zaporizhia Oblast|5
Dec 16, 1976|De Havilland DHC-6 Twin Otter|Victoria, British Columbia|0
Dec 12, 1976|De Havilland DHC-6 Twin Otter|Wildwood-Cape May County, New Jersey|4
Dec 11, 1976|Cessna 421B Golden Eagle II|Winchester-Randolph County, Indiana|1
Dec 9, 1976|Rockwell Grand Commander 680|Mineral, Texas|0
Dec 5, 1976|Piper PA-61 Aerostar (Ted Smith 601)|Santa Ana-John Wayne, California|5
Dec 4, 1976|Piper PA-31-350 Navajo Chieftain|Grand View-On-Hudson, New York|3
Nov 29, 1976|Beechcraft 90 King Air|Tok, Alaska|2
Nov 26, 1976|Piper PA-31-310 Navajo|Walney Island, Cumbria|1
Nov 23, 1976|NAMC YS-11|Kozani, West Macedonia / Δυτική Μακεδονία|50
Nov 23, 1976|Douglas C-47 Skytrain (DC-3)|La Paz-El Alto, La Paz|0
Nov 22, 1976|MBB HFB-320 Hansa Jet|Schwabmünchen, Bavaria|5
Nov 21, 1976|Lockheed C-130 Hercules|Lubumbashi, Katanga|6
Nov 19, 1976|Casa 212 Aviocar|Calhandriz, Estremadura - Lisbon District|2
Nov 17, 1976|Piper PA-31-310 Navajo|Tallahassee, Florida|3
Nov 12, 1976|Cessna 500 Citation|Rio de Janeiro-Santos Dumont, Rio de Janeiro|0
Nov 12, 1976|Piper PA-31 Cheyenne|Shannon, Munster|5
Nov 4, 1976|Fokker F27 Friendship|Banjarmasin-Syamsudin Noor, South Kalimantan|29
Oct 24, 1976|Cessna 401|Hot Springs-Ingalls Field, Virginia|0
Oct 21, 1976|Rockwell Aero Commander 690|Culver City, California|1
Oct 13, 1976|Boeing 707|Santa Cruz-El Trompillo, Santa Cruz|113
Oct 4, 1976|Douglas DC-7|Mt Kenya, Central|4
Oct 2, 1976|Antonov AN-2|Khoyto-Gol, Republic of Buryatia|0
Sep 26, 1976|Learjet 25|Campinas-Viracopos, São Paulo|7
Sep 26, 1976|Gulfstream GII|Hot Springs-Ingalls Field, Virginia|11
Sep 26, 1976|Antonov AN-2|Novosibirsk, Novosibirsk oblast|5
Sep 19, 1976|Boeing 727-200|Isparta, Mediterranean Region (Akdeniz Bölgesi)|154
Sep 19, 1976|Piper PA-31-350 Navajo Chieftain|Piñon, New Mexico|2
Sep 17, 1976|Douglas C-47 Skytrain (DC-3)|Bhopal-Raja Bhoj, Madhya Pradesh|0
Sep 15, 1976|Lockheed P-2 Neptune|Mt Barnard (Livingston Island), All Antarctica|11
Sep 15, 1976|Beechcraft C-45 Expeditor|West Palm Beach, Florida|2
Sep 13, 1976|Piper PA-31-310 Navajo|Mt Palagyo, Rizal|8
Sep 13, 1976|Cessna 414 Chancellor|Brighton-Grass Field, Florida|4
Sep 10, 1976|Hawker Siddeley HS.121 Trident|Vrbovec, Zagreb County|63
Sep 10, 1976|Douglas DC-9|Vrbovec, Zagreb County|113
Sep 9, 1976|Yakovlev Yak-40|Anapa, Krasnodar Krai|18
Sep 9, 1976|Antonov AN-24|Anapa, Krasnodar Krai|5
Sep 4, 1976|PZL-Mielec AN-2|Chirakchi, Qashqadaryo Province (Qashqadaryo viloyati)|1
Sep 4, 1976|De Havilland DHC-3 Otter|Abitibi Canyon, Ontario|10
Sep 3, 1976|Lockheed C-130 Hercules|Lajes, Azores Islands|68
Aug 28, 1976|Lockheed C-141 Starlifter|Sondreströmfjord (Kangerlussuaq), Qeqqata Kommunia|23
Aug 28, 1976|Cessna 402|Molokai, Hawaii|0
Aug 27, 1976|Antonov AN-2|Berezovo, Tyumen oblast|0
Aug 21, 1976|Convair CV-880|Singapore-Seletar, All Singapore|0
Aug 19, 1976|Noorduyn Norseman|Island Lake, Manitoba|0
Aug 17, 1976|Cessna 207 Skywagon/Stationair|East Troy, Wisconsin|2
Aug 16, 1976|Beechcraft 99 Airliner|Bar Harbor-Hancock County, Maine|0
Aug 15, 1976|Beechcraft 80 Queen Air|Lake Placid, Florida|0
Aug 15, 1976|Vickers Viscount|Mt Chimborazo, Chimborazo|59
Aug 13, 1976|Antonov AN-2|Uelen, Chukotka okrug|0
Aug 13, 1976|Antonov AN-24|Guryev, Atyrau|0
Aug 8, 1976|Douglas A-26 Invader|Grand Junction, Colorado|1
Aug 7, 1976|Dassault Falcon 20|Chilpancingo-Doctor Alfonso G. Alarcón, Guerrero|3
Aug 3, 1976|PZL-Mielec AN-2|Popovka, Tula oblast|2
Aug 2, 1976|Boeing 707|Tehran-Mehrabad, Tehran City District|5
Aug 1, 1976|Cessna 421B Golden Eagle II|DeFuniak Springs, Florida|1
Jul 28, 1976|PZL-Mielec AN-2|Degtyarnovo, Ivanovo oblast|4
Jul 28, 1976|Ilyushin II-18|Bratislava-Ivanka-Milan Rastislav Štefánik, Bratislava Region|76
Jul 26, 1976|PZL-Mielec AN-2|Astrakhan-Narimanovo, Astrakhan oblast|0
Jul 25, 1976|Rockwell Aero Commander 560|Cody, Wyoming|4
Jul 24, 1976|Fokker F27 Friendship|Bhubaneshwar, Odisha (Orissa)|0
Jul 23, 1976|De Havilland DHC-3 Otter|Nym Lake, Ontario|0
Jul 16, 1976|Douglas A-26 Invader|Grand Junction, Colorado|1
Jul 14, 1976|Lisunov LI-2|Tashkent-Yuzhny, Tashkent Province (Toshkent viloyati)|0
Jul 9, 1976|Beechcraft C-45 Expeditor|Detroit-City (Coleman A. Young), Michigan|1
Jul 1, 1976|PZL-Mielec AN-2|Bazarchay, Syunik|2
Jun 29, 1976|Learjet 24|Mexico City-Benito Juarez, Federal District of Mexico City|4
Jun 27, 1976|PZL-Mielec AN-2|Amangeldy, Akmola|1
Jun 23, 1976|Douglas DC-9|Philadelphia, Pennsylvania|0
Jun 22, 1976|Cessna 421B Golden Eagle II|Vienna-Schwechat, Vienna|0
Jun 20, 1976|PZL-Mielec AN-2|Engels, Saratov oblast|2
Jun 12, 1976|PZL-Mielec AN-2|Nizhneangarsk, Republic of Buryatia|5
Jun 11, 1976|Cessna 402|Summit Lake, Alaska|2
Jun 10, 1976|De Havilland DHC-2 Beaver|Carbondale, Kansas|0
Jun 8, 1976|De Havilland DHC-2 Beaver|Palmer, Alaska|1
Jun 6, 1976|GAF Nomad N.22|Kota Kinabalu, Sabah|11
Jun 6, 1976|Lisunov LI-2|Karakulino, Republic of Udmurtia|4
Jun 5, 1976|Lockheed L-188 Electra|Agana-Antonio Borja Won Pat, All Guam Island|46
Jun 1, 1976|Tupolev TU-154|Malabo, Bioko Norte Province (Malabo)|45
May 31, 1976|Beechcraft G18S|DuPage, Illinois|7
May 28, 1976|Cessna 411|Walker Cay, North Andros|0
May 20, 1976|Pilatus PC-6 (Porter & Turbo Porter)|Cooma-Polo Flat, New South Wales|3
May 18, 1976|Beechcraft D18|McAllen, Texas|1
May 16, 1976|Antonov AN-2|Novonikolayevka, East Kazakhstan|3
May 14, 1976|De Havilland DHC-3 Otter|Lynn Lake, Manitoba|0
May 14, 1976|De Havilland DHC-2 Beaver|San Miguel Totolapan, Guerrero|3
May 8, 1976|Piper PA-60 Aerostar (Ted Smith 600)|Morganfield, Kentucky|2
May 7, 1976|Rockwell Aero Commander 500|Fontana, California|1
May 2, 1976|Douglas DC-6|Rubelsanto, Alta Verapaz|0
Apr 29, 1976|Cessna 421B Golden Eagle II|Follett-Lipscomb County, Texas|1
Apr 28, 1976|De Havilland DHC-4 Caribou|Entebbe, Central|0
Apr 27, 1976|Cessna 340|Laramie-General Herbert J. Brees, Wyoming|2
Apr 27, 1976|Boeing 727-100|Charlotte Amalie-Cyril E. King (ex Harry S. Truman), All US Virgin Islands|37
Apr 27, 1976|Cessna 207 Skywagon/Stationair|Anaktuvuk Pass, Alaska|5
Apr 27, 1976|Armstrong Whitworth AW.650 Argosy|Boscombe Down AFB, Wiltshire|2
Apr 22, 1976|Boeing 720|Barranquilla-Ernesto Cortissoz (ex Soledad), Atlántico|0
Apr 22, 1976|PZL-Mielec AN-2|Tula, Tula oblast|0
Apr 17, 1976|Beechcraft 90 King Air|Akutan (Akutan Island), Alaska|0
Apr 17, 1976|Antonov AN-2|Kursk, Kursk oblast|1
Apr 15, 1976|Cessna 411|San Juan-Isla Grande (Fernando Luis Ribas Dominicci), All Puerto Rico|0
Apr 11, 1976|PZL-Mielec AN-2|Kazashinskoye, Irkutsk oblast|4
Apr 9, 1976|Lockheed 18 LodeStar|Brighton-Grass Field, Florida|2
Apr 8, 1976|Cessna 207 Skywagon/Stationair|Friday Harbor, Washington|7
Apr 5, 1976|Boeing 727-100|Ketchikan, Alaska|1
Mar 29, 1976|Cessna 340|Ruidoso-Sierra Blanca, New Mexico|2
Mar 25, 1976|Lockheed L-1329 JetStar|Chicago-Midway, Illinois|4
Mar 24, 1976|Ilyushin II-14|Ashgabat, Ashgabat City District|6
Mar 23, 1976|Cessna 402|Giddings, Texas|2
Mar 23, 1976|Grumman S-2 Tracker|Naples, Campania|4
Mar 21, 1976|Beechcraft D18|Woodland-Yolo County, California|0
Mar 18, 1976|Douglas DC-8|Havana-José Martí (Rancho Boyeros), La Habana|0
Mar 18, 1976|Antonov AN-24|Havana-José Martí (Rancho Boyeros), La Habana|5
Mar 16, 1976|Beechcraft 99 Airliner|Poughkeepsie-Hudson Valley (ex Dutchess County), New York|0
Mar 12, 1976|Lockheed L-188 Electra|Udrivik Lake, Alaska|0
Mar 10, 1976|Antonov AN-24|Saratov-Tsentralny, Saratov oblast|0
Mar 7, 1976|Cessna 207 Skywagon/Stationair|Igiugig, Alaska|4
Mar 4, 1976|Rockwell Aero Commander 560|Reading, Pennsylvania|1
Mar 1, 1976|Ilyushin II-14|Sibiu, Sibiu|6
Feb 29, 1976|Rockwell Aero Commander 500|Oakland, California|0
Feb 25, 1976|De Havilland DHC-2 Beaver|Ucluelet, British Columbia|1
Feb 22, 1976|Gulfstream GII|Burlington, Vermont|0
Feb 18, 1976|Mitsubishi MU-2 Marquise|Argyle, New York|1
Feb 9, 1976|Tupolev TU-104|Irkutsk-Intl, Irkutsk oblast|24
Feb 6, 1976|Boeing KC-135 Stratotanker|Cabanillas del Campo, Castile-La Mancha|8
Feb 3, 1976|Beechcraft C-45 Expeditor|Lafayette-Paul Fournet, Louisiana|2
Jan 30, 1976|Ilyushin II-18|Frunze, Bishkek City|6
Jan 15, 1976|Douglas C-54 Skymaster|Chipaque, Cundinamarca|13
Jan 13, 1976|Antonov AN-24|Leningrad, Leningrad oblast|0
Jan 12, 1976|Rockwell Aero Commander 560|Skaneateles, New York|1
Jan 10, 1976|Beechcraft C-45 Expeditor|El Vado, New Mexico|0
Jan 7, 1976|Vickers Viscount|Manado-Sam Ratulangi, North Sulawesi|0
Jan 3, 1976|Learjet 24|Anchorage-Ted Stevens Intl, Alaska|6
Jan 2, 1976|Douglas DC-10|Istanbul-Yeşilköy, Marmara Region (Marmara Bölgesi)|0
Dec 31, 1975|PZL-Mielec AN-2|Russia, All Russia|0
Dec 31, 1975|Alekseev A-90 Orlyonok|Kaspiisk, Republic of Dagestan|0
Dec 29, 1975|Beechcraft 99 Airliner|Slave Lake, Alberta|2
Dec 26, 1975|Mitsubishi MU-2 Marquise|Rollinsville, Colorado|9
Dec 24, 1975|Beechcraft D18|Bloserville, Pennsylvania|1
Dec 22, 1975|Boeing 707|Milan-Malpensa, Lombardy|0
Dec 21, 1975|Piper PA-31-350 Navajo Chieftain|Mt Burangrang, West Java|8
Dec 15, 1975|Antonov AN-12|Fergana, Fergana Province (Farg‘ona viloyati)|0
Dec 15, 1975|Antonov AN-12|Kufra, Kufra (الكفرة)|0
Dec 15, 1975|Pilatus PC-6 (Porter & Turbo Porter)|Cluny, Saône-et-Loire|0
Dec 10, 1975|Piper PA-60 Aerostar (Ted Smith 600)|Mansfield-Lahm, Ohio|0
Dec 10, 1975|PZL-Mielec AN-2|Serafimovich, Volgograd oblast|0
Nov 30, 1975|Cessna 402|Elko, Nevada|2
Nov 25, 1975|Lockheed C-130 Hercules|el-Arīsh, North Sinai|20
Nov 22, 1975|Antonov AN-24|Sofia-Vrazhdebna, Sofia Province|3
Nov 20, 1975|Antonov AN-24|Kharkiv, Kharkiv oblast|19
Nov 17, 1975|Antonov AN-24|Mt Apshara, Abkhazia|38
Nov 15, 1975|Fokker F28 Fellowship|Concordia, Entre Ríos|0
Nov 13, 1975|PZL-Mielec AN-2|Nizhneangarsk, Republic of Buryatia|0
Oct 30, 1975|Douglas DC-9|Prague-Ruzyne, Prague (Hlavní mesto Praha)|75
Oct 28, 1975|Piper PA-60 Aerostar (Ted Smith 600)|Bunnell, Florida|2
Oct 23, 1975|De Havilland DH.114 Heron|Cairns, Queensland|11
Oct 22, 1975|Yakovlev Yak-40|Novgorod, Novgorod oblast|11
Oct 19, 1975|Piper PA-31-350 Navajo Chieftain|Blackbushe, Hampshire|1
Oct 10, 1975|Rockwell Aero Commander 500|Walnut Grove, California|6
Oct 8, 1975|Beechcraft C-45 Expeditor|Pickle Lake, Ontario|0
Sep 30, 1975|Mitsubishi MU-2 Marquise|Beloit-Moritz Memorial, Kansas|1
Sep 27, 1975|Canadair CL-44|Miami-Intl, Florida|6
Sep 25, 1975|Douglas C-47 Skytrain (DC-3)|Fort Severn, Ontario|3
Sep 24, 1975|Fokker F28 Fellowship|Palembang-Sultan Mahmud Badaruddin II, South Sumatra|26
Sep 18, 1975|Antonov AN-2|Turukhansk, Krasnoyarsk Krai|3
Sep 17, 1975|Convair CV-240|Singapore-Seletar, All Singapore|0
Sep 15, 1975|Britten-Norman Islander|San Juan-Luis Muñoz Marín (Isla Verde), All Puerto Rico|0
Sep 12, 1975|De Havilland DHC-2 Beaver|Kijik Lake, Alaska|8
Sep 12, 1975|Rockwell Grand Commander 690|Nemacolin, Pennsylvania|4
Sep 11, 1975|Douglas C-47 Skytrain (DC-3)|Mota, Amhara|1
Sep 5, 1975|Rockwell Shrike Commander 500|Cobán, Alta Verapaz|1
Sep 4, 1975|De Havilland DHC-3 Otter|Auburn Academy, Washington|0
Sep 1, 1975|Tupolev TU-134|Leipzig-Halle, Saxony|27
Aug 30, 1975|PZL-Mielec AN-2|Krasnopolye, Smolensk oblast|4
Aug 30, 1975|Rockwell Aero Commander 500|Joaçaba-Santa Terezinha, Santa Catarina|5
Aug 30, 1975|Fairchild F27|Gambell, Alaska|10
Aug 27, 1975|Douglas C-47 Skytrain (DC-3)|Mtwara, Mtwara Region|0
Aug 20, 1975|Ilyushin II-62|Damascus, Damascus Governorate (مُحافظة دمشق‎)|126
Aug 19, 1975|Cessna 401|Austin-Robert Mueller, Texas|3
Aug 16, 1975|Douglas C-47 Skytrain (DC-3)|Bosaso, Bari (باري‎)|0
Aug 9, 1975|Ilyushin II-14|Bagdarin, Republic of Buryatia|11
Aug 3, 1975|Boeing 707|Agadir, Souss-Massa-Drâa|188
Aug 3, 1975|PZL-Mielec AN-2|Chirsova, Găgăuzia Autonomous Territory|2
Jul 31, 1975|De Havilland DHC-3 Otter|Hawk Inlet, Alaska|0
Jul 31, 1975|Douglas C-47 Skytrain (DC-3)|Colina, Región Metropolitana de Santiago|7
Jul 28, 1975|Rockwell Aero Commander 500|Valparaiso, Indiana|2
Jul 26, 1975|Douglas C-47 Skytrain (DC-3)|Sierra Nevada del Cocuy, Boyacá|10
Jul 26, 1975|Cessna 207 Skywagon/Stationair|Hesperia, California|0
Jul 23, 1975|PZL-Mielec AN-2|Termez, Surxondaryo Province (Surxondaryo viloyati)|0
Jul 17, 1975|De Havilland DHC-3 Otter|Duke of York Bay (Southampton Island), Nunavut|0
Jul 15, 1975|Yakovlev Yak-40|Batumi, Adjara|40
Jul 10, 1975|Lockheed L-188 Electra|Bogotá-El Dorado, Bogotá Capital District|2
Jul 10, 1975|Douglas DC-6|Bogotá-El Dorado, Bogotá Capital District|0
Jul 3, 1975|Learjet 25|Richmond, Indiana|0
Jul 2, 1975|Cessna 411|Show Low, Arizona|1
Jul 2, 1975|Beechcraft C-45 Expeditor|Tulsa, Oklahoma|2
Jun 30, 1975|Douglas DC-4|Tame, Arauca|3
Jun 28, 1975|Antonov AN-2|Karaganda, Karagandy|0
Jun 26, 1975|Beechcraft E18|Toledo-Express, Ohio|2
Jun 19, 1975|Antonov AN-2|Markovo, Chukotka okrug|0
Jun 17, 1975|PZL-Mielec AN-2|Telikol, Kyzylorda|3
Jun 17, 1975|Sud-Aviation SE-210 Caravelle|Mumbai-Chhatrapati Shivaji (Santa Cruz), Maharashtra|0
Jun 17, 1975|Avro 748|Pedro Afonso, Tocantins|4
Jun 16, 1975|PZL-Mielec AN-2|Filonovskaya, Volgograd oblast|2
Jun 3, 1975|North American B-25 Mitchell|Dawsonville, Georgia|2
May 29, 1975|Lockheed 18 LodeStar|Rockwood, Tennessee|2
May 28, 1975|Beechcraft E18|Claude, Texas|1
May 15, 1975|Beechcraft E18|Salisbury-Wicomico County, Maryland|1
May 14, 1975|Rockwell T-39 Sabreliner|Richmond, Virginia|3
Apr 30, 1975|Lockheed L-188 Electra|Deadhorse, Alaska|0
Apr 30, 1975|Antonov AN-2|Tambov, Tambov oblast|0
Apr 28, 1975|Lockheed P-2 Harpoon|Addison, Texas|0
Apr 26, 1975|Beechcraft 100 King Air|Hilton Head, South Carolina|6
Apr 25, 1975|Antonov AN-24|Poltava, Poltava oblast|0
Apr 24, 1975|Britten-Norman Islander|Tin City, Alaska|0
Apr 24, 1975|Curtiss C-46 Commando|Cochabamba, Cochabamba|4
Apr 18, 1975|Beechcraft 90 King Air|Grand Rapids-Itasca County, Minnesota|1
Apr 15, 1975|PZL-Mielec AN-2|Omsk-Intl, Omsk oblast|13
Apr 14, 1975|Swearingen SA226AT Merlin IV|Southern Pines-Moore County, North Carolina|2
Apr 2, 1975|PZL-Mielec AN-2|Kursk, Kursk oblast|1
Apr 1, 1975|Lockheed PV-1 Ventura|Culiacán Rosales, Sinaloa|2
Mar 31, 1975|Lockheed 18 LodeStar|Veracruz-General Heriberto Jara, Veracruz|2
Mar 31, 1975|Pilatus PC-6 (Porter & Turbo Porter)|Kathmandu-Tribhuvan, Bagmati|5
Mar 31, 1975|Boeing 737-200|Casper-Natrona County, Wyoming|0
Mar 29, 1975|PZL-Mielec AN-2|Sovetskiy, Tyumen oblast|0
Mar 27, 1975|Curtiss C-46 Commando|Deadhorse, Alaska|0
Mar 27, 1975|Douglas C-48 (DC-3)|DuBois-Jefferson County, Pennsylvania|0
Mar 21, 1975|Lockheed C-141 Starlifter|Mt Constance, Washington|16
Mar 19, 1975|PZL-Mielec AN-2|Karayman, Balkan Province (Balkan welaýaty)|2
Mar 17, 1975|Antonov AN-2|Yernozero Lake, Arkhangelsk oblast|13
Mar 16, 1975|Fokker F27 Friendship|San Carlos de Bariloche, Río Negro|52
Mar 14, 1975|PZL-Mielec AN-2|Pagėgiai, Apskritis of Tauragė|1
Mar 13, 1975|Rockwell 1121 Jet Commander|Tullahoma-William Northern Field, Tennessee|0
Mar 11, 1975|Cessna 402|Anchorage-Merrill Field, Alaska|0
Mar 8, 1975|Rockwell Shrike Commander 500|Kelso, California|2
Mar 7, 1975|Antonov AN-2|Altayskoye, Altai Krai|12
Mar 6, 1975|Beechcraft E18|Chicago-Executive (Palwaukee), Illinois|1
Mar 6, 1975|Beechcraft G18S|Troy, Alabama|1
Mar 4, 1975|Dassault Falcon 20|Grand Prairie-Hensley Field NAS, Texas|0
Feb 23, 1975|Rockwell Sabreliner 75|Pontiac-Oakland County, Michigan|1
Feb 21, 1975|Beechcraft 60 Duke|Houston-George Bush-Intercontinental, Texas|1
Feb 19, 1975|Yakovlev Yak-40|Saarbrücken, Saarland|0
Feb 15, 1975|Beechcraft 90 King Air|Joliet, Illinois|4
Feb 12, 1975|Ilyushin II-18|Krasnoyarsk, Krasnoyarsk Krai|0
Feb 10, 1975|Grumman S-2 Tracker|Jervis Bay, New South Wales|0
Feb 9, 1975|BAc 111|South Lake Tahoe, California|0
Feb 1, 1975|Howard Super Ventura (Howard 500)|Atlantic City-Pomona, New Jersey|2
Feb 1, 1975|Douglas DC-3|Houston-George Bush-Intercontinental, Texas|5
Feb 1, 1975|Piper PA-31-350 Navajo Chieftain|Valdez, Alaska|2
Jan 31, 1975|Rockwell Aero Commander 680|Olathe, Kansas|1
Jan 31, 1975|Cessna 402|Dodge City, Kansas|0
Jan 30, 1975|Fokker F28 Fellowship|Istanbul, Marmara Region (Marmara Bölgesi)|42
Jan 28, 1975|Yakovlev Yak-40|Zaporozhie, Zaporizhia Oblast|0
Jan 25, 1975|Beechcraft 90 King Air|Washington DC, District of Columbia|5
Jan 19, 1975|Piper PA-31-310 Navajo|Fairhope-H. L. Sonny Callahan, Alabama|2
Jan 17, 1975|Carstedt Jet Liner 600|Addison, Texas|0
Jan 16, 1975|PZL-Mielec AN-2|Sam Neua, Houaphan Province|12
Jan 15, 1975|Ilyushin II-18|Budapest-Ferihegy, Budapest City District|9
Jan 11, 1975|Dornier DO.28A/B|Vernier, Geneva|2
Jan 9, 1975|Convair T-29|Newport News, Virginia|7
Jan 9, 1975|De Havilland DHC-6 Twin Otter|Whittier, California|12
Jan 7, 1975|Fokker F27 Friendship|Boende, Tshuapa|1
Jan 2, 1975|Douglas C-54 Skymaster|Davis-Monthan AFB, Arizona|0
Jan 2, 1975|Beechcraft 60 Duke|Mammoth Lakes-Yosemite, California|5
Dec 30, 1974|PZL-Mielec AN-2|Bozoy, Aktobe|3
Dec 29, 1974|Antonov AN-24|Sibiu, Sibiu|33
Dec 27, 1974|Rockwell Sabreliner 60|Lancaster-Fairfield County, Ohio|3
Dec 27, 1974|PZL-Mielec AN-2|Khabarovsk, Khabarovsk Krai|0
Dec 24, 1974|Handley Page HPR-7 Dart Herald|Jersey, Channel Islands|0
Dec 22, 1974|Cessna 414 Chancellor|Chester, California|8
Dec 22, 1974|Canadair CL-44|Lusaka, Lusaka City District|0
Dec 13, 1974|Rockwell Aero Commander 680|Innsbruck, Tyrol|3
Dec 12, 1974|Beechcraft C-45 Expeditor|Palma Sola, Florida|0
Dec 10, 1974|Lockheed L-188 Electra|Deadhorse, Alaska|0
Dec 7, 1974|Cessna|Iscosasin, Pasco|3
Dec 6, 1974|Cessna 414 Chancellor|Pine Bluff-Grider Field, Arkansas|4
Dec 6, 1974|Piper PA-31-350 Navajo Chieftain|Leeds-Bradford, West Yorkshire|8
Dec 5, 1974|Pilatus PC-6 (Porter & Turbo Porter)|Wad Madani, Al Jazirah (ولاية الجزيرة)|0
Dec 4, 1974|Douglas DC-8|Maskeliya, Central Province (மத்திய மாகாணம்)|191
