Image|Date|Operator|A/C Type|Location|Fatalities|Registration|Unnamed: 7
|Feb 17, 1973|Hassan Enterprises|Rockwell Grand Commander 680|Battle Ground, Washington|3|N69HE|+
|Feb 8, 1973||Rockwell Aero Commander 500|Alcoa, Tennessee|2|N6166X|+
|Feb 7, 1973|Aviation Leasing|Beechcraft D18|Paris, Tennessee|4|N80042|+
|Feb 6, 1973||PZL-Mielec AN-2|Shieli, Kyzylorda|13|CCCP-70737|+
|Feb 6, 1973||Fletcher FU-24|Piako, Waikato Regional Council|1|ZK-BIH|+
|Jan 29, 1973||Ilyushin II-18|Nicosia, Nicosia|37|SU-AOV|+
|Jan 26, 1973|Gene Damschroeder|Cessna 207 Skywagon/Stationair|Marion-Williamson, Illinois|1|N1582U|+
|Jan 19, 1973||Vickers Viscount|Mt Ben More, Perth and Kinross|4|G-AOHI|+
|Jan 16, 1973|Prescott Valley Flying Service|Cessna 421A Golden Eagle I|Palm Springs, California|3|N42J|+
|Jan 3, 1973|Morplan Inc.|Beechcraft 90 King Air|Cedar Rapids, Iowa|5|N936K|+
|Jan 3, 1973|Yewlands Engineering Company|Piper PA-31-310 Navajo|Stapleford, Essex|0|G-AZTL|+
|Jan 2, 1973||Boeing 707|Edmonton, Alberta|5|CF-PWZ|+
|Dec 31, 1972|American Express Leasing|Douglas DC-7|San Juan-Luis Muñoz Marín (Isla Verde), All Puerto Rico|5|N500AE|+
|Dec 31, 1972||Antonov AN-12|Egypt, All Egypt|7|-|+
|Dec 31, 1972||PZL-Mielec AN-2|Bulun, Republic of Yakutia (Sakha)|0|CCCP-96248|+
|Dec 29, 1972||Lockheed L-1011 TriStar|Everglades National Park, Florida|101|N310EA|+
|Dec 29, 1972||Beechcraft 80 Queen Air|Kent-J. D. Ranch Strip, Texas|4|N9867|+
|Dec 28, 1972||Fokker F28 Fellowship|Bilbao-Sondica, Basque Country|0|EC-BVC|+
|Dec 27, 1972||Lockheed L-1329 JetStar|Saranac Lake-Adirondack, New York|3|N400M|+
|Dec 23, 1972||Fokker F28 Fellowship|Oslo-Fornebu, Oslo City|40|LN-SUY|+
|Dec 21, 1972||Beechcraft H18|Bloomington, Illinois|2|N800G|+
|Dec 20, 1972||Douglas DC-9|Chicago-O'Hare, Illinois|10|N954N|+
|Dec 20, 1972||Convair CV-880|Chicago-O'Hare, Illinois|0|N8807E|+
|Dec 15, 1972||Cessna 411|Burlington, Vermont|4|N111DS|+
|Dec 14, 1972||Beechcraft C-45 Expeditor|Tunica, Mississippi|0|TG-HIH|+
|Dec 14, 1972|Iraanse Aardolie Exploratie en Productie Mij (IAEPM)|De Havilland DH.104 Dove|Abadan, Khuzestan|0|PH-IOB|+
|Dec 12, 1972||BAe 125|Findlay, Ohio|0|N521M|+
|Dec 11, 1972|KBC Inc.|Rockwell Aero Commander 560|Tupelo, Mississippi|1|N2690B|+
|Dec 9, 1972|Ivy Steele & Partners|Rockwell Grand Commander 680|Augusta-Bush Field, Georgia|1|N1195Z|+
|Dec 9, 1972||Lockheed C-130 Hercules|Agana-Antonio Borja Won Pat, All Guam Island|5|64-0505|+
|Dec 8, 1972||Boeing 737-200|Chicago-Midway, Illinois|45|N9031U|+
|Dec 8, 1972||Fokker F27 Friendship|Sialkot (Jalkot), Khyber Pakhtunkhwa (خیبرپختونخوا)|31|AP-AUS|+
|Dec 6, 1972||Douglas C-47 Skytrain (DC-3)|Randall Lake, Quebec|0|CF-AUQ|+
|Dec 5, 1972||Lockheed C-130 Hercules|Myrtle Beach, South Carolina|12|64-0558|+
|Dec 3, 1972|Investment Dynamics|Lockheed PV-1 Ventura|Tucumcari, New Mexico|5|N5033F|+
|Dec 3, 1972||Convair CV-990|Tenerife-Norte-Los Rodeos, Canary Islands|155|EC-BZR|+
|Dec 1, 1972|Reindeer Air Service|Douglas C-47 Skytrain (DC-3)|Norman Wells, Northwest Territories|2|CF-TQW|+
|Nov 28, 1972||Douglas DC-8|Moscow-Sheremetyevo, Moscow oblast|61|JA8040|+
|Nov 28, 1972||Avro 748|Bislig, Surigao del Sur|0|PI-C1027|+
|Nov 28, 1972|M. J. Herman|Beechcraft AT-7 Navigator|Searchlight, Nevada|3|N5552V|+
|Nov 21, 1972||Antonov AN-12|Vorkuta, Republic of Komi|0|CCCP-11360|+
|Nov 20, 1972||Sud-Aviation SE-210 Caravelle|Belgrade-Nikola Tesla (ex Surčin), Belgrade City District|0|YU-AJG|+
|Nov 18, 1972|Miami Aircraft Ventures|Beechcraft D18|White Mountain Lake, Arizona|1|N5299C|+
|Nov 13, 1972||PZL-Mielec AN-2|Yeniseysk, Krasnoyarsk Krai|2|CCCP-09676|+
|Nov 6, 1972|Sportsman Air|Rockwell Grand Commander 680|Dallas-White Rock, Texas|2|N6204D|+
|Nov 5, 1972||PZL-Mielec AN-2|Udskoye, Khabarovsk Krai|9|CCCP-32585|+
|Nov 4, 1972||Ilyushin II-14|Smolyan, Smolyan|35|LZ-ILA|+
|Nov 4, 1972||Antonov AN-24|Kursk, Kursk oblast|0|CCCP-46202|+
|Oct 30, 1972||Fokker F27 Friendship|Poggiorsini, Apulia|27|I-ATIR|+
|Oct 29, 1972||Cessna 421B Golden Eagle II|Fort Hancock, Texas|2|N5959M|+
|Oct 27, 1972||Vickers Viscount|Noirétable, Loire|60|F-BMCH|+
|Oct 27, 1972||Fairchild C-119 Flying Boxcar|Aulan, Drôme|5|52-5936|+
|Oct 23, 1972||Rockwell Aero Commander 500|Pekin, Illinois|6|N78376|+
|Oct 23, 1972||Antonov AN-12|Tula, Tula oblast|20|-|+
|Oct 23, 1972||Antonov AN-12|Tula, Tula oblast|6|-|+
|Oct 23, 1972||Britten-Norman Islander|Lenakel (Tanna Island), All Vanuatu|1|F-OCRH|+
|Oct 21, 1972||NAMC YS-11|Athens-Ellinikon, Attica / Αττική|37|SX-BBQ|+
|Oct 18, 1972||NAMC YS-11|São Paulo-Congonhas, São Paulo|0|PP-CTG|+
|Oct 15, 1972|Mar Pon Inc.|Howard Super Ventura (Howard 500)|Philadelphia, Pennsylvania|0|N361MC|+
|Oct 13, 1972||Fairchild-Hiller FH-227|Chile, All Chile|29|T-571|+
|Oct 7, 1972|Nasco Leasing Company|Cessna 421B Golden Eagle II|Kalispell, Montana|0|N424WP|+
|Sep 30, 1972||Douglas C-47 Skytrain (DC-3)|Madrid-Barajas, Madrid|1|EC-AQE|+
|Sep 26, 1972||Fokker F27 Friendship|Jakarta-Kemayoran, City District of Jakarta|3|PK-GFP|+
|Sep 24, 1972||Douglas DC-8|Mumbai-Juhu, Maharashtra|0|JA8013|+
|Sep 17, 1972||Douglas C-47 Skytrain (DC-3)|La Paz-El Alto, La Paz|0|CP-565|+
|Sep 14, 1972||Beechcraft 80 Queen Air|Medellín, Antioquia|4|HK-1069|+
|Sep 13, 1972||Douglas C-47 Skytrain (DC-3)|Dulikhel, Bagmati|31|9N-RF10|+
|Sep 13, 1972||PZL-Mielec AN-2|Semipalatinsk, Pavlodar|0|CCCP-33233|+
|Sep 12, 1972||Lockheed C-130 Hercules|Tromsø, Troms|0|XV194|+
|Sep 11, 1972||Lockheed 18 LodeStar|Clarendon-Vernamfield, Clarendon|1|N1040E|+
|Sep 10, 1972||Antonov AN-2|Velikaya Vulyga, Vinnytsia Oblast|2|CCCP-02369|+
|Aug 30, 1972||Fletcher FU-24|Clayton Station, Canterbury Regional Council|1|ZK-CFQ|+
|Aug 30, 1972||PZL-Mielec AN-2|Perevitskiy Torzhok, Moscow oblast|2|CCCP-32520|+
|Aug 28, 1972||De Havilland DHC-4 Caribou|Kudjeru Gap, Morobe|25|A4-233|+
|Aug 28, 1972|Vodavia|Learjet 23|Innsbruck, Tyrol|2|HB-VAM|+
|Aug 27, 1972||Fairchild C-123 Provider|Vang Vieng, Vientiane Province|9|555|+
|Aug 26, 1972||Ilyushin II-18|Arkhangelsk-Talagi, Arkhangelsk oblast|0|CCCP-75663|+
|Aug 25, 1972|ADM Industries|Cessna 414 Chancellor|Sturgis-Kirsch, Michigan|2|N8168Q|+
|Aug 24, 1972||Vickers Viscount|Akyab, Rakhine State|0|XY-ADF|+
|Aug 14, 1972|North American Research|Rockwell Grand Commander 690|Wellsburg, West Virginia|3|N1NR|+
|Aug 12, 1972||Fokker F27 Friendship|New Delhi-Palam, National Capital Territory of Delhi|18|VT-DME|+
|Aug 9, 1972||De Havilland DHC-2 Beaver|Beniah Lake, Nunavut|2|CF-IFG|+
|Aug 8, 1972|American Philippine Indonesian Malaysian Enterprises|Lockheed 18 LodeStar|Cebu City, Cebu|0|N666P|+
|Jul 29, 1972||Douglas DC-3|Mt Las Palomas, Meta|17|HK-1341|+
|Jul 29, 1972||Douglas DC-3|Mt Las Palomas, Meta|21|HK-107|+
|Jul 26, 1972||Beechcraft 60 Duke|Roy, New Mexico|0|N147E|+
|Jul 26, 1972||Dassault M.D.315 Flamant|Romilly-sur-Seine, Aube|0|141|+
|Jul 25, 1972||De Havilland DHC-6 Twin Otter|Tha Tham Bleung, Vientiane Province|3|N5662|+
|Jul 21, 1972|Acme Leasing|Douglas C-53 Skytrooper (DC-3)|Pivijay, Magdalena|0|N39393|+
|Jul 19, 1972||PZL-Mielec AN-2|Yenotayevka, Astrakhan oblast|1|CCCP-15283|+
|Jul 17, 1972||Tupolev TU-134|Ikshinskoye Reservoir, Moscow oblast|0|CCCP-65607|+
|Jul 12, 1972|Black Hills Aviation|Boeing B-17 Flying Fortress|Socorro, New Mexico|2|N73648|+
|Jul 11, 1972||De Havilland DHC-6 Twin Otter|Mt Lille Tussen (Grytøya Island), Troms|17|67-056|+
|Jul 11, 1972||Antonov AN-2|Okha, Sakhalin oblast|2|CCCP-98280|+
|Jul 8, 1972|Western Construction & Lumber Company|Cessna 421 Golden Eagle|Chetwynd, British Columbia|6|CF-XWI|+
|Jul 7, 1972||Lockheed 18 LodeStar|Wales, Alaska|0|CF-BAL|+
|Jul 3, 1972||Cessna 421B Golden Eagle II|Pataskala, Ohio|1|N5977M|+
|Jun 29, 1972|Inter City Flug|MBB HFB-320 Hansa Jet|Blackpool, Lancashire|7|D-CASY|+
|Jun 29, 1972||Convair CV-580|Appleton, Wisconsin|5|N90858|+
|Jun 29, 1972||De Havilland DHC-6 Twin Otter|Appleton, Wisconsin|8|N4043B|+
|Jun 28, 1972||PZL-Mielec AN-2|Kyzylorda, Kyzylorda|0|CCCP-35313|+
|Jun 26, 1972||De Havilland DH.114 Heron|Irish Sea, All World|0|XR444|+
|Jun 24, 1972||De Havilland DH.114 Heron|Ponce, All Puerto Rico|5|N554PR|+
|Jun 18, 1972||Hawker Siddeley HS.121 Trident|London-Heathrow, London Metropolis|118|G-ARPI|+
|Jun 16, 1972||Ilyushin II-62|Cairo-Almaza, Cairo|0|SU-ARN|+
|Jun 14, 1972||Douglas DC-8|New Delhi, National Capital Territory of Delhi|86|JA8012|+
|Jun 10, 1972||Rockwell Aero Commander 560|Greenwood-Leflore, Mississippi|0|N2754B|+
|Jun 10, 1972|Sierra West Air|Beechcraft D18|Nashville, Tennessee|1|N7526|+
|Jun 5, 1972||Lockheed C-130 Hercules|Dye 3, Kommuneqarfik Sermersooq|1|57-0495|+
|Jun 5, 1972||Curtiss C-46 Commando|Pleiku, Gia Lai Province|32|EM-2|+
|Jun 2, 1972|Alpine Aviation|Rockwell Aero Commander 500|Safford, Arizona|2|N140X|+
|Jun 2, 1972|Air Taxi Operation|Cessna 207 Skywagon/Stationair|Cochrane, Wisconsin|1|N91005|+
|May 30, 1972||Cessna 402|Mt Kumaneshiriyama, Hokkaidō|10|JA5162|+
|May 29, 1972||De Havilland DHC-2 Beaver|Gilgal, Chocó|0|HK-1135|+
|May 26, 1972||Antonov AN-12|Panevėžys-Pajuostis AFB, Apskritis of Panevėžys|6|-|+
|May 21, 1972||Fokker F27 Friendship|Lobito, Benguela|22|CR-LLD|+
|May 20, 1972|RCR Development Company|Beechcraft C-45 Expeditor|Paola, Kansas|0|N8643E|+
|May 18, 1972||Douglas DC-9|Fort Lauderdale-Hollywood, Florida|0|N8961E|+
|May 16, 1972||Antonov AN-24|Svetlogorsk, Kaliningrad oblast|35|05|+
|May 15, 1972|P. J. Goodwin|Cessna 414 Chancellor|Merritt Island, Florida|1|N8137Q|+
|May 13, 1972|Kenneth L. Compton|Beechcraft 18|Van Nuys, California|3|N6674|+
|May 12, 1972|Carolina Aircraft Corporation|Lockheed 18 LodeStar|Okeechobee, Florida|8|N211L|+
|May 9, 1972|Merry Company|Rockwell Aero Commander 520|Burnsville, North Carolina|2|N9051R|+
|May 8, 1972||PZL-Mielec AN-2|Devyaternya, Republic of Tatarstan|2|CCCP-45292|+
|May 5, 1972||Douglas DC-8|Palermo-Punta Raisi, Sicily|115|I-DIWB|+
|May 5, 1972||PZL-Mielec AN-2|Poltava, Poltava oblast|2|CCCP-25604|+
|May 3, 1972||Douglas C-124 Globemaster II|Paramaribo, Paramaribo City District|11|52-1055|+
|May 1, 1972||Beechcraft 90 King Air|Racine, Wisconsin|5|N295X|+
|Apr 24, 1972||Pilatus PC-6 (Porter & Turbo Porter)|Nyot Mo, Louangphabang Province|4|N391R|+
|Apr 24, 1972||PZL-Mielec AN-2|Glinoye, Edineț|4|CCCP-49306|+
|Apr 22, 1972|J&H Supply Company|Rockwell Aero Commander 500|Atlanta-William Berry Hartsfield, Georgia|5|N6319U|+
|Apr 21, 1972|Navco International|Piper PA-31-310 Navajo|San Diego-Lindbergh Field, California|2|N6815L|+
|Apr 20, 1972||Douglas C-47 Skytrain (DC-3)|Moyobamba, San Martín|6|OB-R-653|+
|Apr 19, 1972|Jim's Flying Service|Pilatus PC-6 (Porter & Turbo Porter)|Deadhorse, Alaska|0|N3602R|+
|Apr 17, 1972||PZL-Mielec AN-2|Arzamas, Nizhny Novgorod oblast|2|CCCP-01506|+
|Apr 12, 1972||NAMC YS-11|Petropólis, Rio de Janeiro|25|PP-SMI|+
|Apr 11, 1972||PZL-Mielec AN-2|Yukagir, Republic of Yakutia (Sakha)|1|CCCP-44937|+
|Apr 10, 1972||Douglas DC-6|Ponta Pelada AFB, Manaus, Amazonas|0|HP-539|+
|Apr 9, 1972||De Havilland DHC-2 Beaver|Camp San Luis Obispo (Cuesta College), California|2|51-16469|+
|Apr 8, 1972||Pilatus PC-6 (Porter & Turbo Porter)|Ban Xieng Lom, Louangphabang Province|1|N152L|+
|Apr 2, 1972|Thomas W. Lane|Beechcraft AT-11 Kansan|McFadden, Wyoming|7|N1322M|+
|Mar 28, 1972|Copeland Refrigeration Company|Swearingen SA26T Merlin II|Nashville, Tennessee|4|N4111X|+
|Mar 27, 1972||PZL-Mielec AN-2|Voroshilovgrad, Luhansk Oblast|1|CCCP-42621|+
|Mar 25, 1972|Niles Machine|Beechcraft H18|Marco Island, Florida|0|N24K|+
|Mar 19, 1972||Douglas DC-9|Aden, 'Adan (عدن)|30|YU-AHR|+
|Mar 19, 1972||Tupolev TU-104|Omsk-Intl, Omsk oblast|0|CCCP-42408|+
|Mar 15, 1972||Cessna 421A Golden Eagle I|Jefferson, Ohio|2|N3390Q|+
|Mar 14, 1972||Sud-Aviation SE-210 Caravelle|Fujairah, Fujairah (الفجيرة‎)|112|OY-STL|+
|Mar 14, 1972||Douglas C-47 Skytrain (DC-3)|Mt Sangay, Morona Santiago|6|HC-SJE|+
|Mar 13, 1972||Boeing KC-135 Stratotanker|Carswell AFB (Fort Worth), Texas|5|58-0048|+
|Mar 3, 1972||Fairchild-Hiller FH-227|Albany, New York|17|N7818M|+
|Mar 3, 1972||Rockwell Aero Commander 500|Rochester, New York|1|N6298X|+
|Mar 2, 1972||Beechcraft D18|Bismarck, North Dakota|0|N375C|+
|Mar 2, 1972|Winer Sportswear|Cessna 421B Golden Eagle II|Boston-Logan, Massachusetts|2|N456CB|+
|Feb 27, 1972||Antonov AN-24|Mineralnye Vody, Stavropol Krai|0|CCCP-46418|+
|Feb 22, 1972||Antonov AN-24|Lipetsk, Lipetsk oblast|0|CCCP-46732|+
|Feb 20, 1972|Fred-Air|Dassault Falcon 20|Samedan, Graubünden|0|HB-VCG|+
|Feb 19, 1972||Lockheed C-130 Hercules|Little Rock-Jacksonville AFB, Arkansas|5|62-1813|+
|Feb 9, 1972||Avro 748|Porto Alegre, Rio Grande do Sul|0|PP-VDU|+
|Feb 5, 1972||Fairchild F27|Valledupar, Cesar|19|HK-1139|+
|Feb 4, 1972||De Havilland DHC-4 Caribou|Pha Khao, Bolikhamxai Province|1|393|+
|Feb 2, 1972||Beechcraft D18|Bismarck, North Dakota|0|N57CC|+
|Feb 1, 1972||VFW-Fokker 614|Bremen-Neuenland, Bremen|1|D-BABA|+
|Feb 1, 1972||Douglas DC-6|Tegal, Central Java|6|XW-PEH|+
|Feb 1, 1972||Avia 14|Karlovy Vary, Karlovy Vary Region (Karlovarský kraj)|0|OK-MCG|+
|Jan 28, 1972||Vickers Viscount|Bournemouth-Hurn, Dorset|0|D-ANEF|+
|Jan 25, 1972||Yakovlev Yak-40|Khost, Khost|0|YA-KAD|+
|Jan 21, 1972||Douglas C-47 Skytrain (DC-3)|Mt San Nicolás, Antioquia|39|FAC-661|+
|Jan 20, 1972||Douglas DC-9|Adana-Şakirpaşa, Mediterranean Region (Akdeniz Bölgesi)|1|TC-JAC|+
|Jan 18, 1972|Tandy Corporation|Learjet 25|Victoria, Texas|9|N658TC|+
|Jan 17, 1972||Lockheed 12 Electra Junior|Sky Bryce, Virginia|0|N10PB|+
|Jan 7, 1972||Sud-Aviation SE-210 Caravelle|Ibiza, Balearic Islands|104|EC-ATV|+
|Dec 28, 1971||Vickers Viscount|Clermont-Ferrand-Auvergne (Aulnat), Puy-de-Dôme|0|F-BOEA|+
|Dec 28, 1971||PZL-Mielec AN-2|Khanty-Mansiysk, Khantia-Mansia okrug|0|CCCP-50573|+
|Dec 26, 1971|Robert Montana|Cessna 411|Stockton, Utah|5|N411Q|+
|Dec 24, 1971|Richard E. Ross|Beechcraft AT-11 Kansan|Lansing, Illinois|0|N588K|+
|Dec 21, 1971||Ilyushin II-18|Sofia-Vrazhdebna, Sofia Province|28|LZ-BES|+
|Dec 21, 1971||Britten-Norman Islander|Culebra Island, All Puerto Rico|0|N589JA|+
|Dec 15, 1971||Boeing 707|Ürümqi-Diwopu, Xinjiang Uyghur|0|AP-AVZ|+
|Dec 12, 1971||Antonov AN-2|Farikha, Arkhangelsk oblast|2|CCCP-55567|+
|Dec 12, 1971||Fokker F27 Friendship|Saindak, Baluchestan (بلوچستان)|4|AP-ALX|+
|Dec 10, 1971|Morris Air Transport|Rockwell Shrike Commander 500|Morristown, New Jersey|0|N9128N|+
|Dec 9, 1971||Hindustan Aeronautics HAL-748|Cumbum, Tamil Nadu|21|VT-DXG|+
|Dec 8, 1971||Antonov AN-2|Damanka, Krasnodar Krai|1|CCCP-98292|+
|Dec 6, 1971||Fokker F27 Friendship|Kapoeta, Western Equatoria (غرب الاستوائية)|10|ST-AAY|+
|Dec 6, 1971||Antonov AN-12|Melitopol, Zaporizhia Oblast|7|-|+
|Dec 5, 1971|Air Lease|Rockwell Aero Commander 680|New Orleans-Lakefront, Louisiana|3|N78D|+
|Dec 5, 1971||Lockheed P-3 Orion|Subic Bay, Olongapo (Cubi Point NAS), Bataan|1|152151|+
|Dec 5, 1971||Nord 262|Lannion, Côtes-d'Armor|2|F-BNMO|+
|Dec 4, 1971|Overhead Door Company|Piper PA-60 Aerostar (Ted Smith 600)|Victoria, Texas|0|N7497S|+
|Nov 29, 1971||PZL-Mielec AN-2|Aloja, Vidzeme (Vidūmō)|1|CCCP-32207|+
|Nov 29, 1971|Mercury Aircraft|Beechcraft H18|Charlottesville, Virginia|0|N717Z|+
|Nov 23, 1971||Fokker F27 Friendship|Kota Kinabalu, Sabah|0|9V-BCU|+
|Nov 22, 1971|Garden State Airlines|Rockwell Aero Commander 560|East Greenwich, Rhode Island|1|N87K|+
|Nov 22, 1971||PZL-Mielec AN-2|Yerevan, Yerevan|0|CCCP-62760|+
|Nov 17, 1971|Savannah Aero Service|Piper PA-31-310 Navajo|Iuka, Mississippi|4|N780JM|+
|Nov 15, 1971||De Havilland DHC-2 Beaver|Moulamein, New South Wales|1|VH-IDJ|+
|Nov 15, 1971||Antonov AN-24|Bucharest-Otopeni-Henri Coandă, București|0|YR-AMA|+
|Nov 13, 1971||Antonov AN-24|Kerch, Autonomous Republic of Crimea|6|CCCP-46378|+
|Nov 12, 1971||Antonov AN-24|Vinnitsa, Vinnytsia Oblast|48|CCCP-46809|+
|Nov 3, 1971|Compaña de Aviacion Aéreo Amazonas|Douglas C-47 Skytrain (DC-3)|Mt Nevado de Santa Isabel, Tolima|3|HC-ANJ|+
|Nov 2, 1971||Douglas C-47 Skytrain (DC-3)|Paulatuk, Northwest Territories|8|12930|+
|Oct 24, 1971||Beechcraft 99 Airliner|Allentown-Lehigh Valley (Bethlehem-Easton), Pennsylvania|4|N986MA|+
|Oct 22, 1971|Europe Aéro Service - EAS|Douglas DC-6|Nice-Côte d’Azur, Alpes-Maritimes|0|F-BNUZ|+
|Oct 21, 1971|Labina|Beechcraft 80 Queen Air|Milo, Oklahoma|3|N317K|+
|Oct 21, 1971||Rockwell Aero Commander 500|San Diego-Montgomery-Gibbs, California|5|N11MK|+
|Oct 21, 1971||Beechcraft E18|Peoria, Illinois|16|N51CS|+
|Oct 16, 1971|Alpena Flying Services|Swearingen SA26T Merlin II|Hot Springs-Ingalls Field, Virginia|6|N20DE|+
|Oct 16, 1971||Cessna 402|Peach Springs, Arizona|10|N3250Q|+
|Oct 11, 1971||Antonov AN-2|Tyubelyakh, Republic of Yakutia (Sakha)|6|CCCP-47678|+
|Oct 7, 1971|International Sky Cab Airlines|Britten-Norman Islander|Atlantic Ocean, All World|0|N857JA|+
|Sep 22, 1971||PZL-Mielec AN-2|Polotsk, Chelyabinsk oblast|14|CCCP-96221|+
|Sep 17, 1971||Canadair C-4 North Star|Sarasota, Florida|0|CF-UXB|+
|Sep 17, 1971|Government of Bulgaria|Antonov AN-14|Mt Sveti Duh, Sofia Province|8|LZ-7005|+
|Sep 16, 1971||Piper PA-31-310 Navajo|Geneva-Cointrin, Geneva|0|HB-LFR|+
|Sep 11, 1971|Youngstown Cartage Company|Howard Super Ventura (Howard 500)|Philadelphia, Pennsylvania|0|N25YC|+
|Sep 9, 1971|Carib West Airways|Douglas DC-3|Pointe-à-Pitre, All Guadeloupe|2|8P-AAC|+
|Sep 4, 1971||Boeing 727-100|Juneau, Alaska|111|N2969G|+
|Sep 3, 1971||Tupolev TU-95|Russia, All Russia|11|03 Black|+
|Sep 3, 1971||Canadian Vickers PBV-1 Canso (OA-10 Canso)|Pine Point, Northwest Territories|2|CF-IDS|+
|Sep 3, 1971|Field Aviation|Consolidated PBY Catalina|Pine Point, Northwest Territories|2|CF-HTN|+
|Aug 31, 1971||Cessna 401|Die, Drôme|2|F-BRPU|+
|Aug 28, 1971||Ilyushin II-18|Copenhagen-Kastrup, Hovedstaden|32|HA-MOC|+
|Aug 20, 1971|Robert C. Haase|Cessna 421A Golden Eagle I|Athens, Tennessee|2|N3198K|+
|Aug 19, 1971||Piper PA-31-310 Navajo|Augusta, Maine|3|N595DE|+
|Aug 18, 1971||PZL-Mielec AN-2|Ekimchan, Amur oblast|5|CCCP-32318|+
|Aug 9, 1971||Vickers Viscount|Jaipur, Rajasthan|0|VT-DIX|+
|Aug 3, 1971|Memphis Air Charter|Beechcraft C-45 Expeditor|Memphis, Tennessee|1|N9672C|+
|Aug 1, 1971|Air Lease|Beechcraft D18|Loreauville, Louisiana|1|N296RB|+
|Jul 30, 1971||Boeing 727-200|Shizukuishi, Tōhoku|162|JA8329|+
|Jul 29, 1971||Antonov AN-12|Calcutta-Dum Dum, West Bengal|0|CCCP-12993|+
|Jul 28, 1971||Yakovlev Yak-40|Lipetsk, Lipetsk oblast|0|CCCP-87719|+
|Jul 25, 1971||Boeing 707|Manila, Metro Manila|4|N461PA|+
|Jul 25, 1971||Tupolev TU-104|Irkutsk-Intl, Irkutsk oblast|97|CCCP-42405|+
|Jul 22, 1971|REI Industries|Piper PA-61 Aerostar (Ted Smith 601)|Fort Worth-Meacham, Texas|2|N7480S|+
|Jul 16, 1971||Douglas C-47 Skytrain (DC-3)|Windsor Locks-Bradley, Connecticut|0|N74844|+
|Jul 15, 1971|Command Air - USA|Rockwell Aero Commander 500|North Madison, Ohio|2|N707CA|+
|Jul 15, 1971||PZL-Mielec AN-2|Pochep, Bryansk oblast|2|CCCP-06266|+
|Jul 8, 1971|Buckeye Air Services|Beechcraft D18|Toledo-Express, Ohio|2|N74D|+
|Jul 5, 1971|General Transportation Company|Dassault Falcon 20|Boca Raton, Florida|0|N805F|+
|Jul 3, 1971||NAMC YS-11|Hakodate, Hokkaidō|68|JA8764|+
|Jul 3, 1971||Beriev Be-12|Leonidovo, Sakhalin oblast|1|-|+
|Jul 3, 1971||Beriev Be-12|Leonidovo, Sakhalin oblast|0|-|+
|Jul 2, 1971||Piper PA-61 Aerostar (Ted Smith 601)|Woodruff-Lakeland, Wisconsin|2|N566Y|+
|Jun 27, 1971|Lake Riverside Estates|Douglas C-47 Skytrain (DC-3)|Shelter Cove, California|17|N90627|+
|Jun 22, 1971|Hankins Airways|Beechcraft E18|Birmingham, Alabama|2|N5605D|+
|Jun 17, 1971||Douglas DC-6|Putre, Región de Arica y Parinacota|6|CP-926|+
|Jun 7, 1971||Convair CV-580|New Haven, Connecticut|28|N5832|+
|Jun 6, 1971||Douglas DC-9|Duarte, California|49|N9345|+
|Jun 3, 1971||Douglas C-47 Skytrain (DC-3)|Southend, Essex|0|PH-MOA|+
|Jun 1, 1971||Antonov AN-24|Ulan-Ude, Republic of Buryatia|0|CCCP-47729|+
|May 31, 1971||PZL-Mielec AN-2|Malakhovo, Ryazan oblast|3|CCCP-32076|+
|May 28, 1971|Colorado Aviation|Rockwell Aero Commander 680|Roanoke, Virginia|6|N601JJ|+
|May 26, 1971||BAe 125|Devil's Peak, Western Cape|4|01|+
|May 26, 1971||BAe 125|Devil's Peak, Western Cape|4|02|+
|May 26, 1971||BAe 125|Devil's Peak, Western Cape|3|03|+
|May 23, 1971||Tupolev TU-134|Rijeka, Primorje-Gorski Kotar|78|YU-AHZ|+
|May 13, 1971|Frank E. Birch|Stinson SR-10 Reliant|Bettles, Alaska|1|N5709N|+
|May 13, 1971||Douglas C-47 Skytrain (DC-3)|Somerset Island, Nunavut|0|CF-BZI|+
|May 4, 1971||Douglas A-26 Invader|Springerville, Arizona|1|N86469|+
|May 2, 1971|Brookside-Pratt Mining Company|Cessna 421A Golden Eagle I|Donaldson AFB-Donaldson Center Airport (Greenville), South Carolina|4|N3194K|+
|Apr 28, 1971||Mitsubishi MU-2 Marquise|Alief-Andrau Airpark (Houston), Texas|0|N780Q|+
|Apr 21, 1971|Coastal Airways|Beechcraft E18|Charlotte Amalie-Cyril E. King (ex Harry S. Truman), All US Virgin Islands|8|N456T|+
|Apr 19, 1971||North American B-25 Mitchell|Paxton, Nebraska|2|N8630H|+
|Apr 17, 1971||Learjet 24|Butte, Montana|4|N123CB|+
|Apr 16, 1971|Scientific Company|Beechcraft G18S|Grand Canyon-National Park, Arizona|5|N318M|+
|Apr 5, 1971|Vinair (USA)|Douglas C-47 Skytrain (DC-3)|Tortola-Terrance B. Lettsome, All British Virgin Islands|0|N57372|+
|Apr 4, 1971||Fokker F27 Friendship|Jos, Plateau|0|5N-AAX|+
|Mar 31, 1971||Antonov AN-24|Moscow-Bykovo, Moscow oblast|0|CCCP-46747|+
|Mar 26, 1971||Douglas C-47 Skytrain (DC-3)|Hasimara, West Bengal|15|VT-ATT|+
